Location,Denominator,Prevalence,Lower CI,Upper CI,Year,Source
IN,952449,14.2,13.9,14.4,2016,sped
KS,435568,8.2,8,8.5,2016,sped
KY,607668,9.3,9.1,9.6,2016,sped
LA,635216,6.9,6.7,7.2,2016,sped
MA,865940,17.4,17.1,17.7,2016,sped
MD,790804,11.9,11.7,12.1,2016,sped
ME,162299,16.7,16.1,17.3,2016,sped
MI,1360566,11.2,11.1,11.4,2016,sped
MN,792766,19.4,19.1,19.7,2016,sped
MO,817133,12.4,12.2,12.7,2016,sped
MS,433377,9.5,9.2,9.8,2016,sped
MT,133631,5.5,5.1,5.9,2016,sped
NC,1415113,11.2,11,11.4,2016,sped
ND,98195,9.8,9.2,10.4,2016,sped
NE,280444,10.8,10.4,11.2,2016,sped
NH,164995,14.2,13.6,14.7,2016,sped
NJ,1195846,14.2,14,14.4,2016,sped
NM,304532,8.5,8.2,8.8,2016,sped
NV,432794,12.7,12.3,13,2016,sped
NY,2422245,13,12.9,13.2,2016,sped
OH,1551479,12.5,12.3,12.7,2016,sped
OK,598799,8.9,8.7,9.1,2016,sped
OR,537120,15.1,14.8,15.5,2016,sped
PA,1596801,16.9,16.7,17.1,2016,sped
RI,129593,15.2,14.6,15.9,2016,sped
SC,690211,9.6,9.4,9.8,2016,sped
SD,121212,9,8.5,9.5,2016,sped
TN,898908,9.5,9.3,9.7,2016,sped
TX,4740714,10.2,10.1,10.3,2016,sped
US,,11.9,11.9,11.9,2016,sped
UT,596257,8.7,8.5,9,2016,sped
VA,1162945,14.2,14,14.4,2016,sped
VT,74108,12.1,11.3,12.9,2016,sped
WA,1006676,11.2,11,11.4,2016,sped
WV,239037,8.6,8.3,9,2016,sped
WY,85922,9.3,8.7,10,2016,sped
AK,119090,10.6,10.1,11.2,2017,sped
AL,671939,9.8,9.6,10,2017,sped
AR,442030,10.2,9.9,10.5,2017,sped
AZ,1016873,11.4,11.2,11.6,2017,sped
CA,5679408,14.9,14.8,15,2017,sped
CO,813658,7.9,7.8,8.1,2017,sped
CT,476476,16.2,15.9,16.6,2017,sped
DC,67123,13,12.1,13.8,2017,sped
DE,124548,13,12.4,13.7,2017,sped
FL,2571629,13.1,13,13.2,2017,sped
GA,1594516,11.1,11,11.3,2017,sped
HI,164505,8.7,8.2,9.1,2017,sped
IA,443103,1.4,1.3,1.5,2017,sped
ID,277227,10,9.6,10.4,2017,sped
IL,1789397,11.6,11.5,11.8,2017,sped
IN,955441,14.6,14.3,14.8,2017,sped
KS,436162,8.6,8.4,8.9,2017,sped
KY,606829,10,9.8,10.3,2017,sped
LA,634574,7.4,7.2,7.6,2017,sped
MA,856299,19,18.7,19.3,2017,sped
MD,799217,12.5,12.2,12.7,2017,sped
MI,1351386,11.9,11.7,12.1,2017,sped
MN,798141,20.1,19.8,20.4,2017,sped
MO,816370,13.2,13,13.5,2017,sped
MS,428978,10.4,10.1,10.7,2017,sped
MT,134031,6.4,6,6.8,2017,sped
NC,1417940,11.9,11.7,12,2017,sped
ND,99869,10.9,10.2,11.5,2017,sped
NE,283021,11.8,11.4,12.2,2017,sped
NH,163737,14.8,14.2,15.4,2017,sped
NJ,1191593,14.9,14.7,15.1,2017,sped
NM,300943,9.4,9.1,9.8,2017,sped
NV,440933,13.9,13.5,14.2,2017,sped
NY,2418863,14.2,14.1,14.4,2017,sped
OH,1543053,13.4,13.2,13.5,2017,sped
OK,601445,9.9,9.6,10.1,2017,sped
OR,538764,15.8,15.4,16.1,2017,sped
PA,1597268,17.8,17.6,18,2017,sped
RI,130466,15.6,15,16.3,2017,sped
SC,694903,10.4,10.2,10.7,2017,sped
SD,122428,10,9.4,10.6,2017,sped
TN,898106,10.4,10.2,10.6,2017,sped
TX,4773481,11.1,11,11.2,2017,sped
US,,12.7,12.7,12.8,2017,sped
UT,604779,9,8.8,9.2,2017,sped
VA,1166843,15.2,15,15.4,2017,sped
WA,1013696,12.1,11.9,12.3,2017,sped
WV,236080,9.5,9.1,9.9,2017,sped
WY,86118,9.6,9,10.3,2017,sped
AK,117443,11.3,10.7,11.9,2018,sped
AL,667531,10.4,10.2,10.7,2018,sped
AR,441545,10.8,10.5,11.2,2018,sped
AZ,1039606,12.2,12,12.4,2018,sped
CA,5654612,15.9,15.8,16,2018,sped
CO,814399,8.7,8.5,8.9,2018,sped
CT,472070,17.1,16.7,17.5,2018,sped
DC,68136,14.4,13.5,15.3,2018,sped
DE,126504,14,13.4,14.7,2018,sped
FL,2581374,14.3,14.1,14.4,2018,sped
GA,1592386,11.9,11.8,12.1,2018,sped
HI,164816,9.2,8.8,9.7,2018,sped
IA,444370,1.5,1.4,1.6,2018,sped
ID,284765,10.5,10.2,10.9,2018,sped
IL,1758083,12.4,12.2,12.5,2018,sped
IN,957993,14.9,14.7,15.1,2018,sped
KS,435836,9,8.7,9.3,2018,sped
KY,599301,10.8,10.6,11.1,2018,sped
LA,630768,8.1,7.9,8.3,2018,sped
MA,854036,20.3,20,20.6,2018,sped
MD,802099,13.1,12.8,13.3,2018,sped
ME,161745,18.4,17.8,19.1,2018,sped
MI,1335297,12.4,12.2,12.6,2018,sped
MN,800538,21.2,20.8,21.5,2018,sped
MO,813878,14.2,13.9,14.4,2018,sped
MS,422177,11.2,10.9,11.5,2018,sped
MT,134853,6.6,6.2,7.1,2018,sped
NC,1418033,12.6,12.4,12.8,2018,sped
ND,101709,11.7,11,12.4,2018,sped
NE,284582,12.7,12.3,13.2,2018,sped
NH,162167,15.7,15.1,16.4,2018,sped
NJ,1185086,15.8,15.5,16,2018,sped
NM,299989,9.7,9.3,10,2018,sped
NV,444307,14.7,14.3,15,2018,sped
NY,2397417,15.6,15.4,15.7,2018,sped
OH,1531273,14.2,14,14.4,2018,sped
OK,604425,10.6,10.4,10.9,2018,sped
OR,539688,16.5,16.2,16.9,2018,sped
PA,1599462,18.7,18.5,19,2018,sped
RI,130527,16.3,15.6,17,2018,sped
SC,698065,11.2,10.9,11.4,2018,sped
SD,123449,10.3,9.7,10.8,2018,sped
TN,898226,11.4,11.2,11.6,2018,sped
TX,4794975,12.2,12.1,12.3,2018,sped
US,,13.6,13.6,13.7,2018,sped
UT,611481,9.6,9.4,9.9,2018,sped
VA,1164560,16.4,16.1,16.6,2018,sped
VT,72658,12.9,12.1,13.8,2018,sped
WA,1011647,13,12.8,13.2,2018,sped
WV,233053,10.3,9.9,10.7,2018,sped
WY,86144,9.9,9.3,10.6,2018,sped
